ProblemName,Seed,T_Default,T_VIA,T_VILCP,T_Achterberg2013,T_VILCP',T_All,N_Default,N_VIA,N_VILCP,N_Achterberg2013,N_VILCP',N_All,T_presolve_VIA,T_presolve_VILCP,Rows_Default,Rows_VIA,Rows_VILCP,Rows_Achterberg2013,Rows_VILCP',Rows_All,Cols_Default,Cols_VIA,Cols_VILCP,Cols_Achterberg2013,Cols_VILCP',Cols_All,Nnz_Default,Nnz_VIA,Nnz_VILCP,Nnz_Achterberg2013,Nnz_VILCP',Nnz_All
k1mushroom,5,471.01,466.53,549.40,600.69,597.52,537.90,1,1,0,1,1,0,0.78,111.39,14462,14462,14462,14462,14462,14462,5265,5265,5265,5265,5265,5265,1551894,1551894,1551894,1551894,1551894,1551894
lectsched-5-obj,1,7200.02,7200.04,7200.04,7200.23,7200.03,7200.01,103505,102786,108102,103154,103159,108758,0.16,3.37,12826,12826,12826,12826,12826,12826,7220,7220,7220,7220,7220,7220,53004,53004,53004,53004,53004,53004
lectsched-5-obj,2,7200.07,7200.04,7200.01,7200.01,7200.02,7200.03,73521,72160,106304,72691,72957,104074,0.16,3.44,12807,12807,12807,12807,12807,12807,7217,7217,7217,7217,7217,7217,52961,52961,52961,52961,52961,52961
lectsched-5-obj,3,7200.02,7200.02,7200.01,7200.02,7200.05,7200.48,97185,96434,72820,95927,96574,73390,0.16,3.40,12813,12813,12813,12813,12813,12813,7218,7218,7218,7218,7218,7218,52974,52974,52974,52974,52974,52974
lectsched-5-obj,4,7200.01,7200.03,7200.10,7200.03,7200.01,7200.06,109602,106932,90011,110005,107015,91659,0.18,3.05,12847,12847,12847,12847,12847,12847,7215,7215,7215,7215,7215,7215,53045,53045,53045,53045,53045,53045
lectsched-5-obj,5,7200.08,7200.06,7200.01,7200.03,7200.07,7200.01,97011,97011,107494,97685,97011,111134,0.17,3.90,12829,12829,12829,12829,12829,12829,7218,7218,7218,7218,7218,7218,53028,53028,53028,53028,53028,53028
leo1,1,7200.01,7200.03,7200.01,7200.03,7200.02,7200.02,192314,188534,208848,194076,186076,203957,1.11,19.29,565,565,565,565,565,565,6730,6730,6730,6730,6730,6730,107443,107443,107443,107443,107443,107443
leo1,2,7200.04,7200.02,7200.02,7200.03,7200.05,7200.02,191386,191292,178430,191386,191386,174659,1.09,22.52,565,565,565,565,565,565,6730,6730,6730,6730,6730,6730,107443,107443,107443,107443,107443,107443
leo1,3,7200.02,7200.05,7200.05,7200.05,7200.01,7200.02,207066,202160,196824,186738,191603,190722,0.94,14.83,565,565,565,565,565,565,6730,6730,6730,6730,6730,6730,107443,107443,107443,107443,107443,107443
leo1,4,7200.04,7200.04,7200.03,7200.04,7200.04,7200.01,194743,191503,232484,198843,204860,218651,0.65,30.95,565,565,565,565,565,565,6730,6730,6730,6730,6730,6730,107443,107443,107443,107443,107443,107443
leo1,5,7200.01,7200.02,7200.03,7200.04,7200.02,7200.08,196832,199643,200667,198992,197073,209194,0.63,29.91,565,565,565,565,565,565,6730,6730,6730,6730,6730,6730,107443,107443,107443,107443,107443,107443
leo2,1,7200.04,7200.04,7200.04,7200.05,7200.14,7200.03,133349,126471,144520,128633,128781,145923,1.80,42.11,581,581,581,581,581,581,11098,11098,11098,11098,11098,11098,200488,200488,200488,200488,200488,200488
leo2,2,7200.03,7200.06,7200.04,7200.04,7200.03,7200.05,138995,135125,127426,135046,137387,135089,2.41,58.17,581,581,581,581,581,581,11098,11098,11098,11098,11098,11098,200488,200488,200488,200488,200488,200488
leo2,3,7200.03,7200.05,7200.03,7200.01,7200.10,7200.04,138572,129998,143797,131955,131852,144793,2.10,49.03,581,581,581,581,581,581,11098,11098,11098,11098,11098,11098,200488,200488,200488,200488,200488,200488
leo2,4,7200.15,7200.08,7200.07,7200.01,7200.03,7200.06,162811,161152,139178,158229,155416,142578,2.00,27.92,581,581,581,581,581,581,11098,11098,11098,11098,11098,11098,200488,200488,200488,200488,200488,200488
leo2,5,7200.03,7200.04,7200.05,7200.02,7200.16,7200.03,145498,145498,139307,130489,145498,139035,2.12,45.38,581,581,581,581,581,581,11098,11098,11098,11098,11098,11098,200488,200488,200488,200488,200488,200488
lotsize,1,1385.69,2002.13,1373.28,1392.68,1393.67,2284.49,18879,34082,18736,18879,18879,38537,0.01,0.02,1920,1920,1920,1920,1920,1920,2985,2985,2985,2985,2985,2985,6565,6565,6565,6565,6565,6565
lotsize,2,1721.90,1199.71,1719.55,1718.63,1718.07,1202.10,23260,13700,23260,23260,23260,13700,0.00,0.03,1920,1920,1920,1920,1920,1920,2985,2985,2985,2985,2985,2985,6565,6565,6565,6565,6565,6565
lotsize,3,1633.74,1524.16,1801.31,1643.36,1642.39,1507.70,22853,20150,24784,22853,22853,20150,0.01,0.09,1920,1920,1920,1920,1920,1920,2985,2985,2985,2985,2985,2985,6565,6565,6565,6565,6565,6565
lotsize,4,2738.24,1741.05,1680.18,2750.70,2763.39,1424.67,38045,24491,21149,38045,38045,20013,0.02,0.03,1920,1920,1920,1920,1920,1920,2985,2985,2985,2985,2985,2985,6565,6565,6565,6565,6565,6565
lotsize,5,1359.35,1377.94,1336.60,1366.48,1375.94,1358.47,17894,17894,17414,17894,17894,17414,0.01,0.04,1920,1920,1920,1920,1920,1920,2985,2985,2985,2985,2985,2985,6565,6565,6565,6565,6565,6565
mad,1,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,7489501,7316071,7206315,7449922,7644568,7221119,0.00,0.01,40,40,40,40,40,40,220,220,220,220,220,220,2174,2174,2174,2174,2174,2174
mad,2,7200.00,7200.00,7200.01,7200.00,7200.00,7200.00,7241695,7322743,6985755,7262646,7266986,7150136,0.00,0.01,40,40,40,40,40,40,220,220,220,220,220,220,2174,2174,2174,2174,2174,2174
mad,3,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,7170081,6873921,7393853,6944371,6898639,7325890,0.00,0.02,40,40,40,40,40,40,220,220,220,220,220,220,2174,2174,2174,2174,2174,2174
mad,4,7200.00,7200.00,7200.00,7200.00,7200.00,7200.01,7168248,6991516,7143428,7289584,7139504,7061054,0.00,0.02,40,40,40,40,40,40,220,220,220,220,220,220,2174,2174,2174,2174,2174,2174
mad,5,7200.00,7200.00,7200.00,7200.00,7200.01,7200.00,7391062,7491136,6927540,7482671,7371882,6912364,0.00,0.02,40,40,40,40,40,40,220,220,220,220,220,220,2174,2174,2174,2174,2174,2174
map10,1,1913.53,1887.02,1922.33,1910.85,1896.60,1913.87,1964,1964,1964,1964,1964,1964,0.12,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
map10,2,1208.06,1211.13,1188.64,1199.35,1200.42,1193.77,711,711,711,711,711,711,0.13,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
map10,3,1546.29,1532.11,1532.91,1537.30,1534.47,1534.56,1115,1115,1115,1115,1115,1115,0.13,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
map10,4,1235.70,1273.23,1236.29,1240.40,1229.13,1225.38,782,782,782,782,782,782,0.12,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
map10,5,1710.38,1727.01,1723.27,1719.68,1718.13,1714.33,1266,1266,1266,1266,1266,1266,0.13,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
map16715-04,1,4546.96,4545.04,4610.85,4553.33,4593.55,4548.17,1777,1777,1777,1777,1777,1777,0.12,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
map16715-04,2,4284.55,4229.41,4239.34,4266.66,4252.74,4242.92,1914,1914,1914,1914,1914,1914,0.13,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
map16715-04,3,6314.49,6382.42,6364.95,6294.45,6301.19,6295.50,2425,2425,2425,2425,2425,2425,0.14,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
map16715-04,4,5307.25,5380.30,5305.78,5275.19,5283.06,5298.87,3071,3071,3071,3071,3071,3071,0.14,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
map16715-04,5,4719.34,4807.03,4701.69,4739.72,4765.90,4765.98,2038,2038,2038,2038,2038,2038,0.13,0.04,29198,29198,29198,29198,29198,29198,14348,14348,14348,14348,14348,14348,64871,64871,64871,64871,64871,64871
markshare2,1,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,9664082,9776784,9685367,9823547,9432966,9831289,0.00,0.00,7,7,7,7,7,7,67,67,67,67,67,67,427,427,427,427,427,427
markshare2,2,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,9244619,9418164,9304039,9343497,9379578,9279821,0.00,0.00,7,7,7,7,7,7,67,67,67,67,67,67,427,427,427,427,427,427
markshare2,3,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,9963920,9453286,9634970,9576964,9633513,9603603,0.00,0.00,7,7,7,7,7,7,67,67,67,67,67,67,427,427,427,427,427,427
markshare2,4,7200.00,7200.00,7200.01,7200.00,7200.00,7200.00,9478840,9648152,9479703,9461047,9647270,9483907,0.00,0.00,7,7,7,7,7,7,67,67,67,67,67,67,427,427,427,427,427,427
markshare2,5,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,9363132,9357251,9239958,9551278,9245106,9212956,0.00,0.00,7,7,7,7,7,7,67,67,67,67,67,67,427,427,427,427,427,427
markshare_4_0,1,250.55,250.98,245.98,245.67,245.82,250.01,1433123,1433123,1433123,1433123,1433123,1433123,0.00,0.00,4,4,4,4,4,4,34,34,34,34,34,34,123,123,123,123,123,123
markshare_4_0,2,248.76,253.35,247.24,239.14,238.63,242.85,1418904,1418904,1418904,1418904,1418904,1418904,0.00,0.00,4,4,4,4,4,4,34,34,34,34,34,34,123,123,123,123,123,123
markshare_4_0,3,259.89,268.62,266.69,272.48,272.00,273.19,1565726,1565726,1565726,1565726,1565726,1565726,0.00,0.00,4,4,4,4,4,4,34,34,34,34,34,34,123,123,123,123,123,123
markshare_4_0,4,285.06,278.88,289.89,270.87,272.41,273.15,1601258,1601258,1601258,1601258,1601258,1601258,0.00,0.00,4,4,4,4,4,4,34,34,34,34,34,34,123,123,123,123,123,123
markshare_4_0,5,171.22,174.84,171.73,174.34,175.64,171.23,1030741,1030741,1030741,1030741,1030741,1030741,0.00,0.00,4,4,4,4,4,4,34,34,34,34,34,34,123,123,123,123,123,123
mas74,1,2347.90,2415.37,2341.60,2328.70,2355.31,2417.70,3925168,3925168,3925168,3925168,3925168,3925168,0.00,0.00,13,13,13,13,13,13,148,148,148,148,148,148,1682,1682,1682,1682,1682,1682
mas74,2,2128.98,2212.98,2088.62,2094.93,2098.23,2094.11,3447824,3447824,3447824,3447824,3447824,3447824,0.00,0.00,13,13,13,13,13,13,148,148,148,148,148,148,1682,1682,1682,1682,1682,1682
mas74,3,1971.44,2024.87,2014.86,2036.21,2017.96,2005.96,3454995,3454995,3454995,3454995,3454995,3454995,0.00,0.00,13,13,13,13,13,13,148,148,148,148,148,148,1682,1682,1682,1682,1682,1682
mas74,4,2021.45,2034.83,2051.60,1967.12,2014.17,1956.06,3437656,3437656,3437656,3437656,3437656,3437656,0.00,0.00,13,13,13,13,13,13,148,148,148,148,148,148,1682,1682,1682,1682,1682,1682
mas74,5,1950.64,2038.12,1966.69,1954.99,1913.97,1956.65,3251819,3251819,3251819,3251819,3251819,3251819,0.00,0.00,13,13,13,13,13,13,148,148,148,148,148,148,1682,1682,1682,1682,1682,1682
mas76,1,187.64,189.58,183.93,187.57,188.11,186.22,345893,345893,345893,345893,345893,345893,0.00,0.00,12,12,12,12,12,12,148,148,148,148,148,148,1615,1615,1615,1615,1615,1615
mas76,2,78.31,78.59,77.83,76.72,77.71,76.33,123008,123008,123008,123008,123008,123008,0.00,0.00,12,12,12,12,12,12,148,148,148,148,148,148,1615,1615,1615,1615,1615,1615
mas76,3,123.06,128.17,124.55,125.03,123.50,122.73,226242,226242,226242,226242,226242,226242,0.00,0.00,12,12,12,12,12,12,148,148,148,148,148,148,1615,1615,1615,1615,1615,1615
mas76,4,163.90,165.59,162.77,167.27,167.03,162.03,304931,304931,304931,304931,304931,304931,0.00,0.00,12,12,12,12,12,12,148,148,148,148,148,148,1615,1615,1615,1615,1615,1615
mas76,5,171.55,178.05,172.41,175.57,171.35,172.56,313632,313632,313632,313632,313632,313632,0.00,0.00,12,12,12,12,12,12,148,148,148,148,148,148,1615,1615,1615,1615,1615,1615
mc11,1,64.21,67.81,64.65,64.77,65.58,68.28,1453,1348,1453,1453,1453,1348,0.00,0.00,1920,1916,1920,1920,1920,1916,3040,3034,3040,3040,3040,3034,6080,6074,6080,6080,6080,6074
mc11,2,70.37,45.18,71.48,71.62,71.81,43.82,1274,430,1274,1274,1274,430,0.00,0.00,1917,1916,1917,1917,1917,1916,3035,3034,3035,3035,3035,3034,6070,6074,6070,6070,6070,6074
mc11,3,55.99,61.92,55.96,54.81,55.40,61.67,783,1101,783,783,783,1101,0.00,0.00,1920,1916,1920,1920,1920,1916,3040,3034,3040,3040,3040,3034,6080,6074,6080,6080,6080,6074
mc11,4,56.90,54.31,57.92,58.68,57.25,51.38,895,761,895,895,895,761,0.00,0.00,1920,1916,1920,1920,1920,1916,3040,3034,3040,3040,3040,3034,6080,6074,6080,6080,6080,6074
mc11,5,69.00,39.13,68.69,69.53,68.03,29.33,1687,589,1687,1687,1687,178,0.01,0.00,1920,1916,1920,1920,1920,1916,3040,3034,3040,3040,3040,3034,6080,6074,6080,6080,6080,6074
mcsched,1,502.17,509.07,636.54,506.16,502.36,637.82,17419,17419,24040,17419,17419,24040,0.02,0.02,1852,1852,1852,1852,1852,1852,1494,1494,1494,1494,1494,1494,4591,4591,4591,4591,4591,4591
mcsched,2,482.03,481.34,563.29,481.02,481.78,561.86,17490,17490,22053,17490,17490,22053,0.04,0.04,1852,1852,1852,1852,1852,1852,1494,1494,1494,1494,1494,1494,4591,4591,4591,4591,4591,4591
mcsched,3,514.38,518.40,496.16,513.38,514.41,493.51,18180,18180,18008,18180,18180,18008,0.02,0.05,1852,1852,1852,1852,1852,1852,1494,1494,1494,1494,1494,1494,4591,4591,4591,4591,4591,4591
mcsched,4,547.57,560.63,417.27,563.09,557.05,413.72,20917,20917,16001,20917,20917,16001,0.02,0.04,1852,1852,1852,1852,1852,1852,1494,1494,1494,1494,1494,1494,4591,4591,4591,4591,4591,4591
mcsched,5,667.79,666.14,572.89,666.52,674.87,570.05,24642,24642,21034,24642,24642,21034,0.02,0.04,1852,1852,1852,1852,1852,1852,1494,1494,1494,1494,1494,1494,4591,4591,4591,4591,4591,4591
mik-250-20-75-4,1,21.19,21.06,20.94,21.25,20.95,21.13,5034,5034,5034,5034,5034,5034,0.00,0.00,75,75,75,75,75,75,253,253,253,253,253,253,7875,7875,7875,7875,7875,7875
mik-250-20-75-4,2,22.98,22.90,22.97,22.92,23.09,23.07,5459,5459,5459,5459,5459,5459,0.00,0.00,75,75,75,75,75,75,253,253,253,253,253,253,7875,7875,7875,7875,7875,7875
mik-250-20-75-4,3,22.52,22.92,22.75,22.81,22.79,22.68,5042,5042,5042,5042,5042,5042,0.00,0.00,75,75,75,75,75,75,253,253,253,253,253,253,7875,7875,7875,7875,7875,7875
mik-250-20-75-4,4,15.60,15.72,15.40,15.44,15.37,15.40,4416,4416,4416,4416,4416,4416,0.00,0.00,75,75,75,75,75,75,253,253,253,253,253,253,7875,7875,7875,7875,7875,7875
mik-250-20-75-4,5,22.56,22.72,22.50,22.41,22.37,22.86,5880,5880,5880,5880,5880,5880,0.00,0.00,75,75,75,75,75,75,253,253,253,253,253,253,7875,7875,7875,7875,7875,7875
milo-v12-6-r2-40-1,1,4181.01,1679.67,1564.30,4173.83,4187.83,1404.15,89101,42344,36089,89101,89101,36003,0.01,0.03,3893,3893,3893,3893,3893,3893,1641,1641,1641,1641,1641,1641,12628,12628,12628,12628,12628,12628
milo-v12-6-r2-40-1,2,6916.69,1805.94,1705.98,6940.66,6964.14,1464.87,141680,45615,36450,141680,141680,34475,0.01,0.01,3893,3893,3893,3893,3893,3893,1641,1641,1641,1641,1641,1641,12628,12628,12628,12628,12628,12628
milo-v12-6-r2-40-1,3,3453.52,3187.28,2179.96,3475.55,3477.87,2021.42,70585,62510,48249,70585,70585,41812,0.01,0.03,3893,3893,3893,3893,3893,3893,1641,1641,1641,1641,1641,1641,12628,12628,12628,12628,12628,12628
milo-v12-6-r2-40-1,4,4106.54,2441.44,1004.82,4102.46,4094.37,2326.16,94869,63973,22870,94869,94869,47099,0.01,0.03,3893,3893,3893,3893,3893,3893,1641,1641,1641,1641,1641,1641,12628,12628,12628,12628,12628,12628
milo-v12-6-r2-40-1,5,2676.23,6652.69,1554.23,2685.02,2687.42,2491.60,54947,122093,37588,54947,54947,50087,0.01,0.04,3893,3893,3893,3893,3893,3893,1641,1641,1641,1641,1641,1641,12628,12628,12628,12628,12628,12628
momentum1,1,7200.01,7200.23,7200.02,7200.02,7200.14,7200.02,5072,20306,12878,5521,13353,9377,0.14,1.25,9916,9950,9916,9916,9916,9950,2686,2686,2686,2686,2686,2686,45736,45807,45736,45736,45736,45807
momentum1,2,7200.01,7200.12,7200.13,7200.01,7200.02,7200.02,15575,24972,14440,15575,21478,8787,0.07,1.29,9955,9962,9955,9955,9955,9962,2686,2686,2686,2686,2686,2686,46464,46044,46464,46464,46464,46044
momentum1,3,7200.03,7200.07,7200.02,7200.24,7200.02,7200.16,17979,10977,20916,18006,7966,16524,0.19,0.93,9924,9941,9924,9924,9924,9941,2685,2685,2685,2685,2685,2685,45974,45808,45974,45974,45974,45808
momentum1,4,7200.01,7200.08,7200.01,7200.10,7200.01,7200.01,13915,14572,6258,14310,4316,19492,0.19,0.58,9925,9978,9925,9925,9925,9978,2686,2684,2686,2686,2686,2684,45880,46389,45880,45880,45880,46389
momentum1,5,7200.01,7200.02,7200.01,7200.59,7200.07,7200.03,24053,21650,5985,24055,19815,12337,0.19,0.91,9923,9946,9923,9923,9923,9946,2685,2685,2685,2685,2685,2685,45962,45880,45962,45962,45962,45880
mushroom-best,1,326.11,322.98,324.64,318.74,321.36,321.52,3987,3987,3987,3987,3987,3987,0.01,0.07,8444,8444,8444,8444,8444,8444,8420,8420,8420,8420,8420,8420,180228,180228,180228,180228,180228,180228
mushroom-best,2,366.11,382.11,357.83,359.38,360.80,360.21,4762,4762,4762,4762,4762,4762,0.01,0.07,8444,8444,8444,8444,8444,8444,8420,8420,8420,8420,8420,8420,180228,180228,180228,180228,180228,180228
mushroom-best,3,276.78,281.71,281.66,281.93,281.50,284.14,2955,2955,2955,2955,2955,2955,0.01,0.07,8444,8444,8444,8444,8444,8444,8420,8420,8420,8420,8420,8420,180228,180228,180228,180228,180228,180228
mushroom-best,4,232.15,233.93,230.99,239.10,232.78,231.78,2077,2077,2077,2077,2077,2077,0.01,0.07,8444,8444,8444,8444,8444,8444,8420,8420,8420,8420,8420,8420,180228,180228,180228,180228,180228,180228
mushroom-best,5,287.93,289.72,292.47,295.48,292.54,306.44,2930,2930,2930,2930,2930,2930,0.01,0.07,8444,8444,8444,8444,8444,8444,8420,8420,8420,8420,8420,8420,180228,180228,180228,180228,180228,180228
mzzv11,1,84.46,83.32,83.66,68.91,88.56,85.36,1,1,1,1,8,1,0.52,1.08,5436,5436,5436,5436,5436,5436,5768,5768,5768,5768,5768,5768,83486,83486,83486,83486,83486,83486
mzzv11,2,64.09,65.83,117.16,75.97,95.78,116.40,1,1,139,1,1,139,0.74,1.17,5377,5377,5377,5377,5377,5377,5769,5769,5769,5769,5769,5769,82635,82635,82635,82635,82635,82635
mzzv11,3,68.13,68.07,76.51,83.09,66.64,77.64,1,1,1,1,3,1,0.54,1.40,5422,5422,5422,5422,5422,5422,5759,5759,5759,5759,5759,5759,83423,83423,83423,83423,83423,83423
mzzv11,4,61.61,64.29,77.26,69.39,85.72,78.57,1,1,1,5,7,1,0.49,1.76,5429,5429,5429,5429,5429,5429,5761,5761,5761,5761,5761,5761,84517,84517,84517,84517,84517,84517
mzzv11,5,65.13,66.67,58.90,58.30,71.36,61.22,6,6,1,3,1,1,0.55,1.43,5387,5387,5387,5387,5387,5387,5754,5754,5754,5754,5754,5754,83294,83294,83294,83294,83294,83294
mzzv42z,1,50.40,49.36,36.31,49.31,47.02,35.75,1,1,1,1,1,1,0.50,1.03,6126,6126,6126,6126,6126,6126,7047,7047,7047,7047,7047,7047,80164,80164,80164,80164,80164,80164
mzzv42z,2,44.68,46.03,32.55,45.21,45.31,34.10,1,1,1,1,1,1,0.55,0.93,6123,6123,6123,6123,6123,6123,7031,7031,7031,7031,7031,7031,79499,79499,79499,79499,79499,79499
mzzv42z,3,40.16,43.82,34.70,38.59,37.44,34.63,1,1,1,1,1,1,0.55,1.33,6143,6143,6143,6143,6143,6143,7023,7023,7023,7023,7023,7023,80150,80150,80150,80150,80150,80150
mzzv42z,4,43.71,46.75,45.80,43.51,43.23,46.25,1,1,1,1,1,1,0.53,1.33,6205,6205,6205,6205,6205,6205,7050,7050,7050,7050,7050,7050,79801,79801,79801,79801,79801,79801
mzzv42z,5,47.68,48.91,40.69,48.01,46.93,42.57,1,1,1,1,1,1,0.54,1.31,6155,6155,6155,6155,6155,6155,7043,7043,7043,7043,7043,7043,79442,79442,79442,79442,79442,79442
n2seq36q,1,93.87,97.32,81.78,93.26,94.12,81.48,107,107,1,107,107,1,0.01,0.28,2471,2471,2471,2471,2471,2471,22480,22480,22480,22480,22480,22480,138924,138924,138924,138924,138924,138924
n2seq36q,2,92.14,93.49,114.05,93.60,92.87,113.47,101,101,348,101,101,348,0.01,0.33,2471,2471,2471,2471,2471,2471,22480,22480,22480,22480,22480,22480,138924,138924,138924,138924,138924,138924
n2seq36q,3,79.33,81.75,78.18,79.22,79.35,79.47,62,62,55,62,62,55,0.01,0.31,2471,2471,2471,2471,2471,2471,22480,22480,22480,22480,22480,22480,138924,138924,138924,138924,138924,138924
n2seq36q,4,112.37,116.42,98.61,115.68,114.74,98.72,247,247,311,247,247,311,0.01,0.38,2471,2471,2471,2471,2471,2471,22480,22480,22480,22480,22480,22480,138924,138924,138924,138924,138924,138924
n2seq36q,5,30.35,30.63,33.25,30.55,31.73,33.27,1,1,1,1,1,1,0.01,0.28,2471,2471,2471,2471,2471,2471,22480,22480,22480,22480,22480,22480,138924,138924,138924,138924,138924,138924
n3div36,1,7200.08,7200.08,7200.09,7200.13,7200.04,7200.09,57185,58076,55656,56444,56935,54716,0.58,7.22,4453,4453,4453,4453,4453,4453,20602,20602,20602,20602,20602,20602,168178,168178,168178,168178,168178,168178
n3div36,2,7200.07,7200.06,7200.04,7200.05,7200.08,7200.04,87414,83858,80777,86854,85990,79836,0.58,10.98,4453,4453,4453,4453,4453,4453,20602,20602,20602,20602,20602,20602,168178,168178,168178,168178,168178,168178
n3div36,3,7200.07,7200.08,7200.07,7200.08,7200.08,7200.11,71385,69095,66188,71580,68701,67089,0.37,7.07,4453,4453,4453,4453,4453,4453,20602,20602,20602,20602,20602,20602,168178,168178,168178,168178,168178,168178
n3div36,4,7200.10,7200.09,7200.07,7200.03,7200.06,7200.09,69760,68808,71024,65183,71766,64174,0.42,7.70,4453,4453,4453,4453,4453,4453,20602,20602,20602,20602,20602,20602,168178,168178,168178,168178,168178,168178
n3div36,5,7200.08,7200.08,7200.02,7200.08,7200.05,7200.08,82356,83862,81738,87636,83648,84068,0.49,7.67,4453,4453,4453,4453,4453,4453,20602,20602,20602,20602,20602,20602,168178,168178,168178,168178,168178,168178
n5-3,1,25.29,25.94,25.74,25.43,25.44,25.55,157,157,157,157,157,157,0.00,0.00,836,836,836,836,836,836,2139,2139,2139,2139,2139,2139,8327,8327,8327,8327,8327,8327
n5-3,2,30.50,30.90,30.64,30.64,30.62,30.71,255,255,255,255,255,255,0.00,0.00,836,836,836,836,836,836,2139,2139,2139,2139,2139,2139,8327,8327,8327,8327,8327,8327
n5-3,3,26.71,27.37,27.00,26.92,27.08,27.06,161,161,161,161,161,161,0.00,0.00,836,836,836,836,836,836,2139,2139,2139,2139,2139,2139,8327,8327,8327,8327,8327,8327
n5-3,4,31.43,31.72,31.60,31.76,31.79,31.64,214,214,214,214,214,214,0.00,0.00,836,836,836,836,836,836,2139,2139,2139,2139,2139,2139,8327,8327,8327,8327,8327,8327
n5-3,5,25.93,26.13,26.01,26.59,26.29,28.24,177,177,177,177,177,177,0.00,0.00,836,836,836,836,836,836,2139,2139,2139,2139,2139,2139,8327,8327,8327,8327,8327,8327
