ProblemName,Seed,T_Default,T_VIA,T_VILCP,T_Achterberg2013,T_VILCP',T_All,N_Default,N_VIA,N_VILCP,N_Achterberg2013,N_VILCP',N_All,T_presolve_VIA,T_presolve_VILCP,Rows_Default,Rows_VIA,Rows_VILCP,Rows_Achterberg2013,Rows_VILCP',Rows_All,Cols_Default,Cols_VIA,Cols_VILCP,Cols_Achterberg2013,Cols_VILCP',Cols_All,Nnz_Default,Nnz_VIA,Nnz_VILCP,Nnz_Achterberg2013,Nnz_VILCP',Nnz_All
exp-1-500-5-5,3,4.56,4.68,4.58,4.59,4.59,4.55,1,1,1,1,1,1,0.00,0.02,550,550,550,550,550,550,990,990,990,990,990,990,1980,1980,1980,1980,1980,1980
exp-1-500-5-5,4,3.56,3.60,3.59,3.58,3.58,3.60,1,1,1,1,1,1,0.00,0.01,550,550,550,550,550,550,990,990,990,990,990,990,1980,1980,1980,1980,1980,1980
exp-1-500-5-5,5,5.03,5.09,5.13,5.08,5.13,5.68,1,1,1,1,1,1,0.00,0.02,550,550,550,550,550,550,990,990,990,990,990,990,1980,1980,1980,1980,1980,1980
fast0507,1,378.45,375.74,375.47,379.61,377.92,377.30,1448,1448,1448,1448,1448,1448,0.01,0.02,482,482,482,482,482,482,26114,26114,26114,26114,26114,26114,168578,168578,168578,168578,168578,168578
fast0507,2,710.37,715.33,712.07,707.45,707.72,709.01,2890,2890,2890,2890,2890,2890,0.02,0.03,482,482,482,482,482,482,26114,26114,26114,26114,26114,26114,168578,168578,168578,168578,168578,168578
fast0507,3,417.12,422.66,418.72,420.18,418.51,419.53,1477,1477,1477,1477,1477,1477,0.01,0.01,482,482,482,482,482,482,26114,26114,26114,26114,26114,26114,168578,168578,168578,168578,168578,168578
fast0507,4,451.03,468.56,454.85,453.91,458.30,453.09,1575,1575,1575,1575,1575,1575,0.02,0.02,482,482,482,482,482,482,26114,26114,26114,26114,26114,26114,168578,168578,168578,168578,168578,168578
fast0507,5,890.25,924.77,911.00,915.35,927.92,906.50,3831,3831,3831,3831,3831,3831,0.02,0.02,482,482,482,482,482,482,26114,26114,26114,26114,26114,26114,168578,168578,168578,168578,168578,168578
fastxgemm-n2r6s0t2,1,1893.05,1876.01,1876.47,1873.91,1876.18,1904.26,144518,144518,144518,144518,144518,144518,0.00,0.01,4346,4346,4346,4346,4346,4346,688,688,688,688,688,688,12800,12800,12800,12800,12800,12800
fastxgemm-n2r6s0t2,2,1415.53,1445.02,1417.77,1413.35,1416.54,1416.18,100752,100752,100752,100752,100752,100752,0.00,0.01,4346,4346,4346,4346,4346,4346,688,688,688,688,688,688,12800,12800,12800,12800,12800,12800
fastxgemm-n2r6s0t2,3,5711.95,5817.71,5696.88,5734.75,5708.98,5704.93,331974,331974,331974,331974,331974,331974,0.00,0.02,4346,4346,4346,4346,4346,4346,688,688,688,688,688,688,12800,12800,12800,12800,12800,12800
fastxgemm-n2r6s0t2,4,2923.12,2941.16,2925.44,2937.06,2938.67,2931.01,205120,205120,205120,205120,205120,205120,0.00,0.01,4346,4346,4346,4346,4346,4346,688,688,688,688,688,688,12800,12800,12800,12800,12800,12800
fastxgemm-n2r6s0t2,5,1372.94,1362.36,1366.24,1359.63,1360.13,1358.10,93201,93201,93201,93201,93201,93201,0.00,0.01,4346,4346,4346,4346,4346,4346,688,688,688,688,688,688,12800,12800,12800,12800,12800,12800
fhnw-binpack4-4,1,7200.00,7200.01,7200.00,7200.00,7200.00,7200.00,4634642,4584765,4599841,4605480,4555198,4614197,0.01,0.03,465,465,465,465,465,465,420,420,420,420,420,420,1602,1602,1602,1602,1602,1602
fhnw-binpack4-4,2,7200.01,7200.00,7200.00,7200.00,7200.00,7200.01,4771227,4621826,4768578,4800095,4750903,4734329,0.01,0.03,465,465,465,465,465,465,420,420,420,420,420,420,1602,1602,1602,1602,1602,1602
fhnw-binpack4-4,3,7200.00,7200.00,7200.00,7200.00,7200.00,7200.00,4722549,4723946,4725161,4804322,4748132,4772871,0.01,0.03,465,465,465,465,465,465,420,420,420,420,420,420,1602,1602,1602,1602,1602,1602
fhnw-binpack4-4,4,7200.00,7200.00,7200.00,7200.00,7200.01,7200.00,4799798,4670174,4790328,4725099,4730810,4791160,0.01,0.03,465,465,465,465,465,465,420,420,420,420,420,420,1602,1602,1602,1602,1602,1602
fhnw-binpack4-4,5,7200.00,7200.00,7200.00,7200.00,7200.01,7200.00,4553870,4439327,4544097,4578608,4622992,4531783,0.01,0.03,465,465,465,465,465,465,420,420,420,420,420,420,1602,1602,1602,1602,1602,1602
fhnw-binpack4-48,1,7200.01,7200.01,7200.01,7200.02,7200.03,7200.08,303404,297146,304621,300248,301460,312482,0.13,1.25,4480,4480,4480,4480,4480,4480,3330,3330,3330,3330,3330,3330,16530,16530,16530,16530,16530,16530
fhnw-binpack4-48,2,7200.01,7200.01,7200.01,7200.02,7200.00,7200.03,337743,328736,300035,334355,332556,302502,0.13,1.26,4480,4480,4480,4480,4480,4480,3330,3330,3330,3330,3330,3330,16530,16530,16530,16530,16530,16530
fhnw-binpack4-48,3,7200.00,7200.01,7200.01,7200.01,7200.01,7200.01,295215,286890,313368,295638,293949,309892,0.13,1.24,4480,4480,4480,4480,4480,4480,3330,3330,3330,3330,3330,3330,16530,16530,16530,16530,16530,16530
fhnw-binpack4-48,4,7200.01,7200.02,7200.01,7200.05,7200.04,7200.02,304806,295696,300374,305099,297636,303993,0.13,1.27,4480,4480,4480,4480,4480,4480,3330,3330,3330,3330,3330,3330,16530,16530,16530,16530,16530,16530
fhnw-binpack4-48,5,7200.03,7200.01,7200.01,7200.60,7200.02,7200.25,301209,303184,304769,301325,304443,303599,0.12,1.22,4480,4480,4480,4480,4480,4480,3330,3330,3330,3330,3330,3330,16530,16530,16530,16530,16530,16530
fiball,1,44.26,45.86,44.45,44.86,45.11,44.04,119,119,119,119,119,119,0.01,0.07,2387,2387,2387,2387,2387,2387,32399,32399,32399,32399,32399,32399,99734,99734,99734,99734,99734,99734
fiball,2,44.62,45.75,44.86,45.01,45.26,44.44,146,146,146,146,146,146,0.01,0.07,2387,2387,2387,2387,2387,2387,32399,32399,32399,32399,32399,32399,99734,99734,99734,99734,99734,99734
fiball,3,42.69,43.06,42.96,42.82,43.89,43.25,115,115,115,115,115,115,0.01,0.07,2387,2387,2387,2387,2387,2387,32399,32399,32399,32399,32399,32399,99734,99734,99734,99734,99734,99734
fiball,4,41.16,40.48,40.46,40.90,40.61,40.36,132,132,132,132,132,132,0.01,0.07,2387,2387,2387,2387,2387,2387,32399,32399,32399,32399,32399,32399,99734,99734,99734,99734,99734,99734
fiball,5,64.23,65.65,63.93,64.19,63.42,64.18,450,450,450,450,450,450,0.01,0.07,2387,2387,2387,2387,2387,2387,32399,32399,32399,32399,32399,32399,99734,99734,99734,99734,99734,99734
gen-ip002,1,4217.09,4142.95,4121.87,4141.89,4160.19,4219.06,11204537,11204537,11204537,11204537,11204537,11204537,0.00,0.00,24,24,24,24,24,24,41,41,41,41,41,41,922,922,922,922,922,922
gen-ip002,2,1769.96,1756.59,1766.24,1748.71,1725.38,1789.76,4949026,4949026,4949026,4949026,4949026,4949026,0.00,0.00,24,24,24,24,24,24,41,41,41,41,41,41,922,922,922,922,922,922
gen-ip002,3,2494.00,2643.58,2396.03,2581.45,2507.11,2590.24,6951184,6951184,6951184,6951184,6951184,6951184,0.00,0.00,24,24,24,24,24,24,41,41,41,41,41,41,922,922,922,922,922,922
gen-ip002,4,2826.35,2987.12,2810.16,2914.89,2912.88,2936.61,7905319,7905319,7905319,7905319,7905319,7905319,0.00,0.00,24,24,24,24,24,24,41,41,41,41,41,41,922,922,922,922,922,922
gen-ip002,5,3004.35,3101.43,3056.95,3057.32,3012.94,3076.38,8254787,8254787,8254787,8254787,8254787,8254787,0.00,0.00,24,24,24,24,24,24,41,41,41,41,41,41,922,922,922,922,922,922
gen-ip054,1,1437.56,1492.72,1445.17,1407.94,1447.66,1419.70,5113144,5113144,5113144,5113144,5113144,5113144,0.00,0.00,27,27,27,27,27,27,30,30,30,30,30,30,532,532,532,532,532,532
gen-ip054,2,1647.79,1639.69,1647.75,1614.46,1640.49,1659.92,5787805,5787805,5787805,5787805,5787805,5787805,0.00,0.00,27,27,27,27,27,27,30,30,30,30,30,30,532,532,532,532,532,532
gen-ip054,3,1378.21,1421.88,1384.70,1322.26,1415.95,1403.81,4958834,4958834,4958834,4958834,4958834,4958834,0.00,0.00,27,27,27,27,27,27,30,30,30,30,30,30,532,532,532,532,532,532
gen-ip054,4,1304.48,1303.19,1309.92,1296.43,1317.05,1298.98,4676185,4676185,4676185,4676185,4676185,4676185,0.00,0.00,27,27,27,27,27,27,30,30,30,30,30,30,532,532,532,532,532,532
gen-ip054,5,1408.20,1440.14,1420.29,1341.89,1407.22,1409.66,5024367,5024367,5024367,5024367,5024367,5024367,0.00,0.00,27,27,27,27,27,27,30,30,30,30,30,30,532,532,532,532,532,532
germanrr,1,7200.14,7200.16,7200.01,7200.17,7200.05,7200.03,10894,10894,8852,8083,8105,8852,0.09,0.61,5411,5411,5411,5411,5411,5411,10656,10656,10656,10656,10656,10656,157290,157290,157290,157290,157290,157290
germanrr,2,7200.02,7200.01,7200.03,7200.06,7200.03,7200.03,10226,10038,10548,9870,10045,10548,0.10,0.59,5411,5411,5411,5411,5411,5411,10656,10656,10656,10656,10656,10656,157290,157290,157290,157290,157290,157290
germanrr,3,7200.01,7200.03,7200.01,7200.20,7200.03,7200.01,10253,10148,9906,13102,12458,9812,0.09,0.43,5411,5411,5411,5411,5411,5411,10656,10656,10656,10656,10656,10656,157290,157290,157290,157290,157290,157290
germanrr,4,7200.16,7200.07,7200.01,7200.05,7200.06,7200.02,10340,10238,11742,10226,12886,11739,0.10,0.60,5411,5411,5411,5411,5411,5411,10656,10656,10656,10656,10656,10656,157290,157290,157290,157290,157290,157290
germanrr,5,7200.06,7200.01,7200.06,7200.05,7200.02,7200.13,9246,9120,11677,11928,11162,12069,0.09,0.61,5411,5411,5411,5411,5411,5411,10656,10656,10656,10656,10656,10656,157290,157290,157290,157290,157290,157290
gfd-schedulen180f7d50m30k18,1,6043.14,6201.36,7203.12,5784.44,6195.41,3200.57,2517,2517,2450,2336,2336,682,2.87,570.08,223956,223956,223927,223927,223927,223956,102214,102214,102203,102203,102203,102211,705003,705003,704916,704916,704916,704989
gfd-schedulen180f7d50m30k18,2,3619.34,3775.85,4303.00,2841.97,4121.70,4311.56,1042,1042,1241,736,736,1241,1.92,339.84,223775,223775,223748,223748,223748,223748,102235,102235,102221,102221,102221,102221,704638,704638,704545,704545,704545,704545
gfd-schedulen180f7d50m30k18,3,2887.44,3073.70,3006.43,7200.19,4547.55,2959.21,795,795,750,2414,1387,750,1.88,327.15,223740,223740,223713,223713,223713,223713,102233,102233,102218,102218,102218,102218,704531,704531,704429,704429,704429,704429
gfd-schedulen180f7d50m30k18,4,5488.27,5729.12,4926.39,7202.82,3016.27,4878.82,2149,2149,1340,2535,616,1340,2.74,350.70,224072,224072,224012,224031,224012,224012,102033,102033,102004,102010,102004,102004,705389,705389,705178,705229,705178,705178
gfd-schedulen180f7d50m30k18,5,7200.30,7200.27,7285.40,7200.06,7200.05,7200.28,2918,2767,2306,1863,1863,2306,3.01,627.93,223968,223968,223936,223936,223936,223936,102234,102234,102221,102221,102221,102221,705091,705091,704984,704984,704984,704984
glass-sc,1,7200.00,7200.01,7200.00,7200.00,7200.00,7200.00,232704,232029,233315,233025,232938,232280,0.00,0.08,6119,6119,6119,6119,6119,6119,208,208,208,208,208,208,63891,63891,63891,63891,63891,63891
glass-sc,2,7200.02,7200.00,7200.00,7200.01,7200.00,7200.00,229057,225829,229547,226466,229701,228979,0.00,0.08,6119,6119,6119,6119,6119,6119,208,208,208,208,208,208,63891,63891,63891,63891,63891,63891
glass-sc,3,7200.01,7200.04,7200.00,7200.00,7200.00,7200.02,226870,223370,224471,227788,225845,224399,0.00,0.08,6119,6119,6119,6119,6119,6119,208,208,208,208,208,208,63891,63891,63891,63891,63891,63891
glass-sc,4,7200.00,7200.00,7200.00,7200.01,7200.01,7200.01,228998,226594,230542,230034,226404,228868,0.00,0.08,6119,6119,6119,6119,6119,6119,208,208,208,208,208,208,63891,63891,63891,63891,63891,63891
glass-sc,5,7200.00,7200.00,7200.01,7200.00,7200.00,7200.02,225856,224192,224521,224554,224491,225222,0.00,0.06,6119,6119,6119,6119,6119,6119,208,208,208,208,208,208,63891,63891,63891,63891,63891,63891
glass4,1,1663.39,1609.43,1648.59,1672.37,1662.44,1673.03,1156148,1156148,1156148,1156148,1156148,1156148,0.00,0.02,392,392,392,392,392,392,317,317,317,317,317,317,1799,1799,1799,1799,1799,1799
glass4,2,1039.79,1052.71,1043.70,1041.23,1042.63,1056.76,719279,719279,719279,719279,719279,719279,0.00,0.02,392,392,392,392,392,392,317,317,317,317,317,317,1799,1799,1799,1799,1799,1799
glass4,3,1532.28,1555.96,1541.92,1556.96,1534.38,1549.08,1301435,1301435,1301435,1301435,1301435,1301435,0.00,0.02,392,392,392,392,392,392,317,317,317,317,317,317,1799,1799,1799,1799,1799,1799
glass4,4,1129.70,1161.58,1137.71,1124.82,1135.11,1124.36,915935,915935,915935,915935,915935,915935,0.00,0.02,392,392,392,392,392,392,317,317,317,317,317,317,1799,1799,1799,1799,1799,1799
glass4,5,1655.75,1680.06,1632.12,1663.63,1648.86,1640.53,1027721,1027721,1027721,1027721,1027721,1027721,0.00,0.02,392,392,392,392,392,392,317,317,317,317,317,317,1799,1799,1799,1799,1799,1799
gmu-35-40,1,7200.00,5929.28,4680.22,4498.27,4493.37,6809.89,2024830,1705683,1252121,1312588,1312588,2020384,0.00,0.09,371,370,369,369,369,368,654,654,652,652,652,652,4486,4474,4479,4479,4479,4467
gmu-35-40,2,7200.00,6091.93,4036.49,7200.00,7200.00,7200.00,2064825,1790708,1194512,2174943,2176718,2019092,0.00,0.06,370,369,368,368,368,367,658,658,652,652,652,652,4488,4476,4447,4447,4447,4435
gmu-35-40,3,7200.01,7200.00,5881.37,2900.72,2858.12,7200.00,2020851,2032906,1671519,830830,830830,1924717,0.00,0.07,371,370,369,369,369,368,654,654,652,652,652,652,4486,4474,4479,4479,4479,4467
gmu-35-40,4,7200.00,4715.23,7200.00,3306.73,3290.64,7200.00,1905874,1359681,2552612,906799,906799,2034700,0.00,0.06,371,370,369,369,369,368,654,654,652,652,652,652,4486,4474,4479,4479,4479,4467
gmu-35-40,5,7200.00,1619.08,3449.49,5803.47,5884.02,7200.00,1928291,535644,1059085,1626869,1626869,2170279,0.00,0.03,371,370,369,369,369,368,654,654,652,652,652,652,4486,4474,4479,4479,4479,4467
gmu-35-50,1,6788.56,7200.00,4684.73,7200.00,7200.00,2442.40,1911045,1792582,1376388,1955877,1959830,763753,0.01,0.11,379,375,377,377,377,373,956,956,954,954,954,954,8111,8070,8104,8104,8104,8063
gmu-35-50,2,7200.00,4330.29,7200.01,7200.01,7200.00,7200.00,1948779,1131377,1893516,1759709,1764607,1751669,0.00,0.10,379,375,377,377,377,373,956,956,954,954,954,954,8111,8070,8104,8104,8104,8063
gmu-35-50,3,7038.03,6977.76,7200.00,7200.00,7200.00,7200.00,1840858,1840137,1828917,1816439,1834101,1958239,0.00,0.09,379,375,377,377,377,373,956,956,954,954,954,954,8111,8069,8104,8104,8104,8062
gmu-35-50,4,6337.78,7200.00,5834.34,5804.52,5948.57,7200.00,1833085,1835033,1625861,1585059,1585059,1848886,0.00,0.08,379,375,377,377,377,373,956,956,954,954,954,954,8111,8070,8104,8104,8104,8063
gmu-35-50,5,7193.77,7200.00,2609.08,5845.95,5805.64,4429.12,2025142,1834222,842992,1502253,1502253,1406932,0.01,0.07,379,375,377,377,377,373,956,956,954,954,954,954,8111,8070,8104,8104,8104,8063
graph20-20-1rand,1,3901.70,3976.52,3888.85,3899.11,3893.87,3893.04,29159,29159,29159,29159,29159,29159,0.00,0.03,4810,4810,4810,4810,4810,4810,1961,1961,1961,1961,1961,1961,17020,17020,17020,17020,17020,17020
graph20-20-1rand,2,7200.01,7200.00,7200.00,7200.00,7200.00,7200.00,197413,197762,199245,197518,198528,198737,0.01,0.14,4810,4810,4810,4810,4810,4810,1961,1961,1961,1961,1961,1961,17020,17020,17020,17020,17020,17020
graph20-20-1rand,3,7200.01,7200.00,7200.00,7200.01,7200.01,7200.01,84977,84946,86129,85719,85738,86149,0.01,0.11,4810,4810,4810,4810,4810,4810,1961,1961,1961,1961,1961,1961,17020,17020,17020,17020,17020,17020
graph20-20-1rand,4,7200.01,7200.01,7200.00,7200.00,7200.00,7200.00,217207,216505,216164,217905,217220,216706,0.00,0.04,4810,4810,4810,4810,4810,4810,1961,1961,1961,1961,1961,1961,17020,17020,17020,17020,17020,17020
graph20-20-1rand,5,7200.04,7200.03,7200.01,7200.01,7200.00,7200.00,30517,30517,30496,30600,30643,30689,0.00,0.03,4810,4810,4810,4810,4810,4810,1961,1961,1961,1961,1961,1961,17020,17020,17020,17020,17020,17020
graphdraw-domain,1,1198.35,1261.83,1193.96,1213.14,1195.88,1197.86,418409,418409,418409,418409,418409,418409,0.00,0.01,865,865,865,865,865,865,254,254,254,254,254,254,2600,2600,2600,2600,2600,2600
graphdraw-domain,2,1031.28,1052.75,1027.00,1022.61,1043.16,1034.73,355259,355259,355259,355259,355259,355259,0.00,0.01,865,865,865,865,865,865,254,254,254,254,254,254,2600,2600,2600,2600,2600,2600
graphdraw-domain,3,1233.37,1216.85,1219.08,1222.66,1212.02,1218.66,410756,410756,410756,410756,410756,410756,0.00,0.02,865,865,865,865,865,865,254,254,254,254,254,254,2600,2600,2600,2600,2600,2600
graphdraw-domain,4,986.76,986.79,992.61,983.27,996.90,988.31,349654,349654,349654,349654,349654,349654,0.00,0.01,865,865,865,865,865,865,254,254,254,254,254,254,2600,2600,2600,2600,2600,2600
graphdraw-domain,5,1331.92,1340.88,1351.56,1325.94,1338.12,1351.74,443949,443949,443949,443949,443949,443949,0.00,0.01,865,865,865,865,865,865,254,254,254,254,254,254,2600,2600,2600,2600,2600,2600
h80x6320d,1,16.86,17.45,20.09,17.15,19.65,20.07,11,11,17,11,17,17,0.03,0.38,6332,6332,6332,6332,6332,6332,12414,12414,12414,12414,12414,12414,31069,31069,31069,31069,31069,31069
h80x6320d,2,22.60,23.42,26.02,22.69,21.75,25.98,19,19,13,11,15,13,0.03,0.40,6332,6332,6332,6332,6332,6332,12414,12414,12414,12414,12414,12414,31069,31069,31069,31069,31069,31069
h80x6320d,3,21.83,22.41,19.32,22.68,19.43,19.01,15,15,20,15,20,20,0.03,0.38,6332,6332,6332,6332,6332,6332,12414,12414,12414,12414,12414,12414,31069,31069,31069,31069,31069,31069
h80x6320d,4,22.06,23.15,20.44,22.54,19.45,20.67,13,13,15,13,13,15,0.04,0.39,6332,6332,6332,6332,6332,6332,12414,12414,12414,12414,12414,12414,31069,31069,31069,31069,31069,31069
h80x6320d,5,20.07,20.27,20.83,20.22,20.16,20.65,17,17,17,17,17,17,0.03,0.38,6332,6332,6332,6332,6332,6332,12414,12414,12414,12414,12414,12414,31069,31069,31069,31069,31069,31069
highschool1-aigio,1,7200.08,7200.03,7200.06,7200.03,7200.03,7200.65,268,256,198,251,267,209,0.34,4.52,24739,24739,24739,24739,24739,24739,37085,37085,37085,37085,37085,37085,292119,292119,292119,292119,292119,292119
highschool1-aigio,2,7200.40,7200.38,7200.06,7214.65,7200.42,7200.59,202,202,205,202,202,204,0.40,4.46,24740,24740,24740,24740,24740,24740,37085,37085,37085,37085,37085,37085,292202,292202,292202,292202,292202,292202
highschool1-aigio,3,7200.67,7200.68,7200.06,7200.64,7200.67,7200.03,204,204,426,204,204,411,0.39,3.89,24735,24735,24735,24735,24735,24735,37085,37085,37085,37085,37085,37085,292073,292073,292073,292073,292073,292073
highschool1-aigio,4,7200.92,7200.65,7200.13,7200.99,7200.95,7200.09,497,497,185,497,497,186,0.39,3.87,24738,24738,24738,24738,24738,24738,37086,37086,37086,37086,37086,37086,292226,292226,292226,292226,292226,292226
highschool1-aigio,5,7200.39,7200.28,7200.87,7200.57,7200.57,7200.92,206,206,212,206,206,212,0.39,3.83,24743,24743,24743,24743,24743,24743,37086,37086,37086,37086,37086,37086,292098,292098,292098,292098,292098,292098
hypothyroid-k1,1,14.97,15.09,24.36,23.47,23.64,24.00,1,1,1,1,1,1,0.03,8.82,5189,5189,5189,5189,5189,5189,2595,2595,2595,2595,2595,2595,431326,431326,431326,431326,431326,431326
hypothyroid-k1,2,15.54,15.18,24.05,23.61,23.33,24.21,1,1,1,1,1,1,0.04,8.81,5189,5189,5189,5189,5189,5189,2595,2595,2595,2595,2595,2595,431326,431326,431326,431326,431326,431326
hypothyroid-k1,3,15.29,15.39,24.24,23.67,23.51,24.17,1,1,1,1,1,1,0.04,8.82,5189,5189,5189,5189,5189,5189,2595,2595,2595,2595,2595,2595,431326,431326,431326,431326,431326,431326
hypothyroid-k1,4,15.38,16.10,24.32,23.75,23.78,29.65,1,1,1,1,1,1,0.04,8.81,5189,5189,5189,5189,5189,5189,2595,2595,2595,2595,2595,2595,431326,431326,431326,431326,431326,431326
hypothyroid-k1,5,15.09,15.17,24.18,23.22,23.10,24.09,1,1,1,1,1,1,0.04,8.82,5189,5189,5189,5189,5189,5189,2595,2595,2595,2595,2595,2595,431326,431326,431326,431326,431326,431326
ic97_potential,1,7200.02,7200.00,7200.00,7200.01,7200.01,7200.00,760519,739744,946482,745156,745048,947007,0.00,0.07,522,522,522,522,522,522,726,726,726,726,726,726,1566,1566,1566,1566,1566,1566
ic97_potential,2,7200.00,7200.00,7200.02,7200.04,7200.00,7200.01,666902,668270,752849,672352,672032,753873,0.00,0.05,522,522,522,522,522,522,726,726,726,726,726,726,1566,1566,1566,1566,1566,1566
ic97_potential,3,7200.00,7200.00,7200.00,7200.00,7200.03,7200.02,809099,780979,759342,814830,816457,762863,0.00,0.05,522,522,522,522,522,522,726,726,726,726,726,726,1566,1566,1566,1566,1566,1566
ic97_potential,4,7200.03,7200.02,7200.05,7200.02,7200.00,7200.01,887622,882086,759714,888483,900374,763625,0.00,0.06,522,522,522,522,522,522,726,726,726,726,726,726,1566,1566,1566,1566,1566,1566
ic97_potential,5,7200.05,7200.04,7200.04,7200.03,7200.00,7200.04,673763,667747,678551,670085,677668,678269,0.00,0.06,522,522,522,522,522,522,726,726,726,726,726,726,1566,1566,1566,1566,1566,1566
icir97_tension,1,2020.01,1994.29,1197.09,2028.54,2023.71,1207.98,116258,116258,59028,116258,116258,59028,0.00,0.05,854,854,854,854,854,854,1917,1917,1917,1917,1917,1917,15891,15891,15891,15891,15891,15891
icir97_tension,2,2434.96,2413.36,2244.40,2430.04,2428.74,2246.13,138104,138104,110256,138104,138104,110256,0.00,0.06,854,854,854,854,854,854,1917,1917,1917,1917,1917,1917,15891,15891,15891,15891,15891,15891
icir97_tension,3,1454.28,1451.84,1351.53,1455.32,1444.67,1355.15,87697,87697,66803,87697,87697,66803,0.00,0.06,854,854,854,854,854,854,1917,1917,1917,1917,1917,1917,15891,15891,15891,15891,15891,15891
icir97_tension,4,1913.60,1956.77,2362.91,1916.06,1928.84,2390.15,79358,79358,128680,79358,79358,128680,0.00,0.07,854,854,854,854,854,854,1917,1917,1917,1917,1917,1917,15891,15891,15891,15891,15891,15891
icir97_tension,5,1226.23,1229.41,3356.37,1224.79,1237.10,3426.32,57005,57005,201866,57005,57005,201866,0.00,0.08,854,854,854,854,854,854,1917,1917,1917,1917,1917,1917,15891,15891,15891,15891,15891,15891
irish-electricity,1,7200.03,7200.19,7200.04,7200.15,7200.02,7200.03,9864,9076,10642,9104,8726,8541,0.84,9.41,48188,48188,47054,47054,47054,47054,29651,29651,29307,29307,29307,29307,275956,275956,262072,262072,262072,262072
irish-electricity,2,7200.56,7200.07,7200.02,7200.05,7200.04,7200.07,7999,8288,13151,9382,8913,11760,0.60,8.33,48264,48264,47111,47111,47111,47111,29700,29700,29343,29343,29343,29343,276365,276365,262074,262074,262074,262074
irish-electricity,3,7200.13,7200.18,7200.03,7200.06,7200.07,7200.07,8554,7316,8121,12794,12794,10144,0.68,5.32,48084,48084,46961,46961,46961,46961,29593,29593,29256,29256,29256,29256,274238,274238,260772,260772,260772,260772
irish-electricity,4,7200.02,7200.02,7200.04,7200.47,7200.02,7200.81,9874,10990,11012,7810,8420,9246,1.29,7.88,48169,48169,47026,47026,47026,47026,29646,29646,29297,29297,29297,29297,275290,275290,261507,261507,261507,261507
irish-electricity,5,7200.17,7200.48,7200.07,7200.04,7200.04,7200.02,12335,9537,9579,12365,12365,12045,1.09,5.82,48185,48185,47026,47026,47026,47026,29647,29647,29288,29288,29288,29288,275032,275032,261044,261044,261044,261044
irp,1,26.45,26.49,26.96,26.95,26.52,26.98,1,1,1,1,1,1,0.02,0.09,39,39,39,39,39,39,19370,19370,19370,19370,19370,19370,93161,93161,93161,93161,93161,93161
irp,2,20.38,20.02,20.37,20.02,20.16,20.22,1,1,1,1,1,1,0.02,0.09,39,39,39,39,39,39,19370,19370,19370,19370,19370,19370,93161,93161,93161,93161,93161,93161
irp,3,42.12,42.79,42.46,42.21,42.69,43.07,1,1,1,1,1,1,0.03,0.34,39,39,39,39,39,39,19370,19370,19370,19370,19370,19370,93161,93161,93161,93161,93161,93161
irp,4,31.72,32.98,33.83,32.01,32.11,33.20,1,1,1,1,1,1,0.02,0.53,39,39,39,39,39,39,19370,19370,19370,19370,19370,19370,93161,93161,93161,93161,93161,93161
irp,5,29.09,29.16,28.79,28.91,29.16,28.86,1,1,1,1,1,1,0.02,0.06,39,39,39,39,39,39,19370,19370,19370,19370,19370,19370,93161,93161,93161,93161,93161,93161
istanbul-no-cutoff,1,491.08,493.20,492.69,499.25,493.74,489.94,1530,1530,1530,1530,1530,1530,0.01,0.90,18623,18623,18623,18623,18623,18623,4796,4796,4796,4796,4796,4796,63054,63054,63054,63054,63054,63054
istanbul-no-cutoff,2,567.84,563.29,564.76,564.60,566.14,563.03,1677,1677,1677,1677,1677,1677,0.00,0.89,18621,18621,18621,18621,18621,18621,4794,4794,4794,4794,4794,4794,63054,63054,63054,63054,63054,63054
istanbul-no-cutoff,3,732.79,764.02,733.39,735.42,738.77,730.79,1867,1867,1867,1867,1867,1867,0.00,0.90,18621,18621,18621,18621,18621,18621,4794,4794,4794,4794,4794,4794,63054,63054,63054,63054,63054,63054
istanbul-no-cutoff,4,533.20,551.04,535.44,533.11,529.76,531.56,1661,1661,1661,1661,1661,1661,0.01,1.03,18623,18623,18623,18623,18623,18623,4796,4796,4796,4796,4796,4796,63054,63054,63054,63054,63054,63054
istanbul-no-cutoff,5,472.51,474.22,471.50,470.42,468.81,472.32,1666,1666,1666,1666,1666,1666,0.00,0.91,18623,18623,18623,18623,18623,18623,4796,4796,4796,4796,4796,4796,63054,63054,63054,63054,63054,63054
k1mushroom,1,666.39,690.62,752.53,809.69,812.68,750.53,1,1,1,1,1,1,0.85,111.53,14468,14468,14468,14468,14468,14468,5265,5265,5265,5265,5265,5265,1552314,1552314,1552314,1552314,1552314,1552314
k1mushroom,2,443.88,446.39,541.25,591.76,594.21,536.34,1,1,0,1,1,0,0.71,111.19,14456,14456,14456,14456,14456,14456,5265,5265,5265,5265,5265,5265,1551474,1551474,1551474,1551474,1551474,1551474
k1mushroom,3,457.21,459.16,518.61,592.09,601.55,517.20,1,1,0,1,1,0,0.76,112.74,14458,14458,14458,14458,14458,14458,5265,5265,5265,5265,5265,5265,1551614,1551614,1551614,1551614,1551614,1551614
k1mushroom,4,493.40,511.11,554.89,634.09,625.98,546.77,1,1,1,1,1,1,0.76,110.96,14462,14462,14462,14462,14462,14462,5265,5265,5265,5265,5265,5265,1551894,1551894,1551894,1551894,1551894,1551894
